file name	variable name	current value	ida value
WorldServer\Entities\DfAIMgr.cpp	nearMon	<decl-only>	0x141372420 bytes[480] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\DfAIMgr.cpp	NewTar	<decl-only>	0x141372688 bytes[12] FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\DfAIMgr.cpp	vTargetPos	<decl-only>	0x141372698 bytes[12] FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\DfAIMgr.cpp	vTargetPos_0	<decl-only>	0x1413726A8 bytes[12] FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\FinalDecisionApplyer.cpp	kEmptyLeaderName	{'\0'}	<not-found>
WorldServer\Entities\GuildBattle.cpp	GUILD_BATTLE_STATE_NULL_11	{}	0x184A70408 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\GuildBattle.cpp	NORMAL_GUILD_BATTLE_STATE_NULL_11	<decl-only>	0x184A70420 bytes[304] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\GuildBattle.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\GuildBattle.h	ms_Instance	<decl-only>	<ambiguous-name:41>
WorldServer\Entities\GuildBattle.h	ms_kNullObj	<decl-only>	0x184A6FF70 bytes[16] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\GuildBattle.h	ms_pkDBScheduleInfo	<decl-only>	0x184A701F8 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\HACKSHEILD_PARAM_ANTICP.cpp	s_fn	nullptr	<not-found>
WorldServer\Entities\HACKSHEILD_PARAM_ANTICP.cpp	s_hModule	nullptr	<not-found>
WorldServer\Entities\HACKSHEILD_PARAM_ANTICP.cpp	s_resolved	false	<not-found>
WorldServer\Entities\IdaCompat.h	DOUBLE_1_0	1.0	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_0_5	0.5f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_0_60000002	0.600000024f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_1_0	1.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_1_1	1.1f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_1000000_0	1000000.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_23_0	23.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_25_0	25.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_255_0	255.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_30_0	30.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_32767_0	32767.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_8_0	8.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_9999_0	9999.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_N1_0	-1.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_N100000_0	-100000.0f	<not-found>
WorldServer\Entities\IdaCompat.h	FLOAT_N32000_0	-32000.0f	<not-found>
WorldServer\Entities\ItemDataLoader.cpp	kItemDataFiles	<multiline-init>	<not-found>
WorldServer\Entities\LendItemMng.h	_pkInstance	<decl-only>	<ambiguous-name:10>
WorldServer\Entities\LendItemSheet.cpp	LendItemSheet::Cell::operator	=(const Cell *rhs) const	<not-found>
WorldServer\Entities\LuaTinker.h	arg	<decl-only>	<not-found>
WorldServer\Entities\LuaTinker.h	name	NULL)	0x14082EF60 string "Param3"
WorldServer\Entities\LuaTinker.h	temp	""	<ambiguous-name:6>
WorldServer\Entities\LuaTinker.h	value	( (sizeof(int_conv_tester(arg)) == sizeof(yes_type)) && (sizeof(vfnd_ptr_tester(add_ptr(arg))) == sizeof(yes_type)) )	<ambiguous-name:53>
WorldServer\Entities\MathUtil.cpp	a1	<decl-only>	<not-found>
WorldServer\Entities\MyTimer.h	_time	<decl-only>	0x184A71778 bytes[24] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\PatriarchElectProcessor.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\PCBANG_PRIMIUM_FAVOR.h	ANIMUS_EXP	<decl-only>	0x14096E018 bytes[4] 00 00 C0 3F
WorldServer\Entities\PCBANG_PRIMIUM_FAVOR.h	BASE_MASTERY	<decl-only>	0x14096E01C bytes[4] 00 00 00 40
WorldServer\Entities\PCBANG_PRIMIUM_FAVOR.h	ITEM_DROP	<decl-only>	0x14096E024 bytes[4] 00 00 00 40
WorldServer\Entities\PCBANG_PRIMIUM_FAVOR.h	MINING_SPEED	<decl-only>	0x14096E010 bytes[4] 00 00 C0 3F
WorldServer\Entities\PCBANG_PRIMIUM_FAVOR.h	PLAYER_EXP	<decl-only>	0x14096E014 bytes[4] 00 00 C0 3F
WorldServer\Entities\PCBANG_PRIMIUM_FAVOR.h	PLAYER_LOST_EXP	<decl-only>	<ambiguous-name:2>
WorldServer\Entities\PCBANG_PRIMIUM_FAVOR.h	PVP_RATE	<decl-only>	0x14096E028 bytes[4] 00 00 C0 3F
WorldServer\Entities\PCBANG_PRIMIUM_FAVOR.h	SKILL_FORCE_MASTERY	<decl-only>	0x14096E020 bytes[4] 00 00 00 40
WorldServer\Entities\StorageList.cpp	s_makeLootInitFlag	0	<not-found>
WorldServer\Entities\StorageList.cpp	s_makeLootItem	{}	<not-found>
WorldServer\Entities\TimeItem.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\TimeItem.h	_phmapTbl	<decl-only>	<ambiguous-name:2>
WorldServer\Entities\TimeLimitJade.cpp	TimeLimitJade::UseCell::operator	=(const UseCell *rhs) const	<not-found>
WorldServer\Entities\TimeLimitJade.cpp	TimeLimitJade::WaitCell::operator	=(const WaitCell *rhs) const	<not-found>
WorldServer\Entities\TimeLimitJadeMng.h	_pkInstance	<decl-only>	<ambiguous-name:10>
WorldServer\Entities\UIDGenerator.h	_cs	<decl-only>	0x184A721D0 bytes[40] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\WheatyExceptionReport.h	m_szDescription	<decl-only>	0x184A72440 bytes[10240] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\WheatyExceptionReport.h	m_szLogName	<decl-only>	0x184A74D50 bytes[2048] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\WorldServerUtil.cpp	asc_140884708	{ 0x3C, 0x2D, 0xBF, 0xA1 }	<not-found>
WorldServer\Entities\WorldServerUtil.cpp	dayofweek	{"SUN", "MON", "TUE", "WED", "THU", "FRI", "SAT"}	0x1409736C0 char_ptr_array[7] [0x140842150:"SUN", 0x140842154:"MON", 0x140842158:"TUE", 0x14084215C:"WED", 0x140842160:"THU", 0x140842164:"FRI", 0x140842168:"SAT"]
WorldServer\Entities\WorldServerUtil.cpp	dw64Cnt	0	0x1414FFFB0 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\WorldServerUtil.cpp	g_szLv	"00000000"	0x14096B0C8 bytes[32] 30 30 30 30 30 30 30 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
WorldServer\Entities\WorldServerUtil.cpp	g_szUPT	"f"	0x14096B0E8 bytes[32] 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
WorldServer\Entities\WorldServerUtil.cpp	g_TextureVtable	{Texture_QueryInterface, Texture_AddRef, Texture_Release}	<not-found>
WorldServer\Entities\WorldServerUtil.cpp	kSeeDistanceTable	{0.6f, 0.8f, 1.0f}	<not-found>
WorldServer\Entities\WorldServerUtil.cpp	kSuffix	"\x3C\x2D\xBF\xA1\xB7\xAF"	<not-found>
WorldServer\Entities\WorldServerUtil.cpp	s_nForceLvPerMastery	{}	0x140988BC0 bytes[96] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\WorldServerUtil.cpp	s_nSkillLvPerMastery	{}	0x140988C20 bytes[32] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\WorldServerUtil.cpp	sBuffer	{}	0x1849AC1E0 bytes[64] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\WorldServerUtil.cpp	sR	{200.0f, 200.0f, 200.0f, 200.0f}	0x14096B190 bytes[16] 00 00 48 43 00 00 48 43 00 00 48 43 00 00 48 43
WorldServer\Entities\WorldServerUtil.cpp	szBufUpt	{}	0x140988DA8 bytes[32] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\WorldServerUtil.cpp	szDefItemName	"noname"	0x14096B0C0 string "noname"
WorldServer\Entities\WorldServerUtil.h	a1	<decl-only>	<not-found>
WorldServer\Entities\WorldServerUtil.h	a3	<decl-only>	<not-found>
